IDs,LPPM
6003-1275,NOBF
6003-1250,NOBF
6003-1263,NOBF
6004-1270,promesse50
6004-1257,NOBF
6004-1255,NOBF
6004-1265,NOBF
6004-1268,NOBF
6004-1269,NOBF
6004-1261,NOBF
6004-1260,NOBF
6004-1259,NOBF
6004-1267,NOBF
6004-1258,NOBF
6004-1254,NOBF
6004-1266,NOBF
6005-1258,NOBF
6005-1267,NOBF
6005-1257,NOBF
6005-1264,NOBF
6005-1265,NOBF
6005-1266,NOBF
6005-1261,NOBF
6005-1263,NOBF
6005-1256,NOBF
6005-1254,NOBF
6005-1262,NOBF
6005-1259,NOBF
6005-1255,NOBF
6005-1260,NOBF
6007-1275,NOBF
6012-1244,NOBF
6012-1283,NOBF
6012-1282,NOBF
6014-1275,NOBF
6014-1254,trl3
6014-1274,NOBF
6015-1268,trl3
6015-1278,trl3
6015-1277,promesse100
6015-1265,geoi001
6015-1270,geoi001
6015-1276,trl2
6023-1265,NOBF
6023-1266,NOBF
6023-1264,NOBF
6027-1274,NOBF
6027-1261,NOBF
6027-1262,NOBF
6027-1263,NOBF
6030-1260,NOBF
6030-1261,NOBF
6030-1259,NOBF
6031-1261,geoi005
6031-1259,NOBF
6031-1260,geoi005
6034-1256,NOBF
6034-1250,geoi01
6034-1254,promesse200
6034-1257,NOBF
6034-1258,NOBF
6034-1262,NOBF
6034-1255,NOBF
6035-1257,trl2
6038-1269,NOBF
6038-1276,promesse100
6038-1268,promesse100
6038-1275,NOBF
6038-1270,NOBF
6038-1245,NOBF
6039-1277,promesse200
6039-1271,NOBF
6039-1272,NOBF
6039-1270,geoi001
6041-1249,NOBF
6041-1248,NOBF
6042-1248,trl3
6042-1249,promesse100
6042-1246,promesse100
6042-1268,NOBF
6042-1251,promesse100
6042-1267,NOBF
6042-1247,promesse100
6042-1250,promesse100
6042-1270,NOBF
6042-1269,NOBF
6042-1242,promesse100
6042-1244,promesse100
6042-1243,promesse100
6042-1252,promesse100
6042-1253,trl1
6042-1260,trl2
6042-1265,NOBF
6042-1241,trl3
6042-1264,NOBF
6042-1273,NOBF
6042-1271,NOBF
6042-1245,trl3
6042-1272,NOBF
6042-1240,trl3
6042-1266,NOBF
6042-1257,promesse100
6042-1256,geoi001
6042-1258,trl1
6054-1275,NOBF
6054-1277,NOBF
6054-1278,NOBF
6054-1276,NOBF
6054-1272,NOBF
6054-1279,NOBF
6054-1280,NOBF
6054-1273,NOBF
6061-1259,NOBF
6061-1277,geoi001
6061-1276,NOBF
6061-1258,trl2
6061-1268,NOBF
6063-1277,NOBF
6063-1271,NOBF
6063-1275,NOBF
6063-1274,NOBF
6063-1273,NOBF
6063-1270,geoi005
6063-1276,NOBF
6063-1272,NOBF
6070-1262,trl2
6070-1266,promesse50
6070-1270,NOBF
6070-1272,geoi01
6070-1267,NOBF
6070-1265,NOBF
6070-1269,geoi01
6070-1263,geoi005
6070-1264,NOBF
6070-1271,NOBF
6070-1279,geoi001
6070-1268,NOBF
6072-1270,NOBF
6072-1281,trl2
6072-1282,geoi001
6072-1283,trl2
6072-1271,promesse100
6072-1247,NOBF
6072-1284,trl1
6072-1248,NOBF
6072-1250,NOBF
6072-1251,NOBF
6072-1249,NOBF
6075-1257,NOBF
6083-1271,NOBF
6083-1270,NOBF
6083-1264,NOBF
6083-1269,NOBF
6083-1265,NOBF
6083-1267,NOBF
6083-1266,NOBF
6083-1268,NOBF
6085-1271,NOBF
6085-1269,promesse100
6085-1274,NOBF
6085-1277,NOBF
6085-1239,promesse50
6085-1240,promesse100
6086-1263,promesse200
6086-1270,NOBF
6086-1264,NOBF
6086-1269,NOBF
6086-1267,NOBF
6086-1268,NOBF
6086-1266,NOBF
6086-1265,NOBF
6091-1267,NOBF
6091-1266,NOBF
6091-1261,NOBF
6091-1260,promesse100
6091-1269,geoi001
6091-1263,NOBF
6091-1264,NOBF
6091-1262,NOBF
6091-1268,NOBF
6091-1265,NOBF
6094-1272,geoi001
6094-1271,NOBF
6094-1269,NOBF
6094-1270,NOBF
6094-1268,NOBF
6094-1273,geoi01
6096-1251,NOBF
6096-1252,geoi01
6096-1258,promesse200
6096-1250,NOBF
6096-1257,NOBF
6097-1276,trl1
6097-1275,NOBF
6097-1273,NOBF
6104-1266,NOBF
6104-1265,trl1
6104-1269,NOBF
6104-1268,NOBF
6104-1270,geoi005
6106-1274,geoi001
6106-1272,NOBF
6109-1273,NOBF
6109-1264,trl2
6109-1272,NOBF
6109-1268,NOBF
6109-1269,NOBF
6109-1262,trl1
6109-1259,trl1
6109-1271,NOBF
6109-1267,NOBF
6109-1257,geoi01
6109-1263,geoi005
6109-1266,NOBF
6109-1258,NOBF
6109-1274,NOBF
6109-1270,NOBF
6167-1265,NOBF
6167-1264,NOBF
6167-1261,NOBF
6167-1262,NOBF
6167-1256,geoi005
6167-1269,NOBF
6167-1257,NOBF
6167-1260,NOBF
6167-1273,trl3
6167-1237,NOBF
6167-1266,NOBF
6167-1274,promesse50
6167-1263,NOBF
6168-1263,NOBF
6168-1264,NOBF
6168-1274,NOBF
6168-1273,NOBF
6168-1262,NOBF
6168-1272,NOBF
6168-1265,NOBF
6168-1261,NOBF
6170-1242,NOBF
6170-1241,NOBF
6170-1245,promesse50
6170-1251,NOBF
6170-1281,NOBF
6170-1280,NOBF
6170-1258,trl2
6170-1249,NOBF
6170-1274,NOBF
6170-1279,NOBF
6170-1270,trl2
6170-1278,NOBF
6170-1247,promesse50
6170-1250,NOBF
6170-1276,NOBF
6170-1252,NOBF
6170-1243,NOBF
6170-1277,NOBF
6170-1246,NOBF
6170-1240,NOBF
6170-1254,NOBF
6170-1248,NOBF
6170-1244,NOBF
6170-1275,NOBF
6172-1269,NOBF
6172-1254,NOBF
6172-1258,NOBF
6172-1267,geoi001
6172-1253,NOBF
6172-1252,NOBF
6172-1272,geoi005
6172-1274,trl3
6172-1270,geoi001
6172-1268,NOBF
6172-1271,geoi01
6174-1266,NOBF
6174-1268,NOBF
6174-1269,geoi01
6174-1264,NOBF
6174-1267,NOBF
6174-1263,NOBF
6174-1265,NOBF
6174-1279,trl1
6176-1245,NOBF
6176-1244,NOBF
6176-1238,NOBF
6176-1236,NOBF
6176-1250,NOBF
6176-1237,NOBF
6176-1252,NOBF
6176-1239,NOBF
6176-1249,NOBF
6176-1242,NOBF
6176-1253,NOBF
6177-1268,NOBF
6177-1260,geoi001
6177-1258,NOBF
6177-1259,promesse50
6177-1261,promesse200
6177-1271,geoi01
6177-1267,NOBF
6177-1257,NOBF
6177-1256,trl1
6177-1269,promesse100
6177-1262,geoi001
6178-1262,NOBF
6178-1259,NOBF
6178-1269,NOBF
6178-1271,NOBF
6178-1270,NOBF
6178-1273,NOBF
6178-1266,NOBF
6178-1263,NOBF
6178-1264,NOBF
6178-1265,NOBF
6178-1260,NOBF
6178-1267,NOBF
6178-1268,NOBF
6178-1277,NOBF
6178-1261,NOBF
6178-1272,NOBF
6178-1276,NOBF
6179-1284,trl2
6180-1267,NOBF
6180-1257,NOBF
6180-1251,NOBF
6180-1256,NOBF
6180-1271,NOBF
6180-1258,NOBF
6180-1254,NOBF
6180-1249,NOBF
6180-1252,NOBF
6180-1255,NOBF
6180-1248,trl2
6180-1270,NOBF
6180-1268,NOBF
6180-1250,geoi01
6192-1258,NOBF
6192-1259,NOBF
6192-1261,geoi01
6192-1264,NOBF
6192-1263,NOBF
6192-1260,trl2
6194-1256,NOBF
6194-1258,NOBF
6194-1257,NOBF
6194-1255,NOBF
6199-1284,geoi005
6199-1264,NOBF
6199-1265,NOBF
6199-1237,geoi001
6199-1236,promesse50
6199-1263,NOBF
5477-726,NOBF
5477-727,NOBF
5477-722,NOBF
5477-738,NOBF
5477-740,NOBF
5477-739,NOBF
5479-723,NOBF
5479-724,NOBF
5479-725,NOBF
5479-732,NOBF
5479-737,NOBF
5480-724,NOBF
5480-729,NOBF
5480-730,NOBF
5480-731,NOBF
5542-721,trl1
5542-747,NOBF
5542-746,NOBF
5542-745,NOBF
5542-744,promesse50
5542-743,trl1
5542-731,NOBF
5542-753,promesse200
5542-757,promesse50
5542-754,promesse200
5542-748,geoi005
5542-720,geoi005
5542-756,promesse200
5542-755,promesse200
5542-722,NOBF
5925-739,NOBF
5925-728,NOBF
5925-745,NOBF
5925-740,NOBF
5925-724,NOBF
5925-729,NOBF
5925-730,NOBF
5928-737,NOBF
5928-729,NOBF
5928-731,NOBF
5928-748,NOBF
5928-722,NOBF
5928-730,NOBF
5928-721,NOBF
5928-738,NOBF
5935-747,promesse100
5935-745,NOBF
5936-747,NOBF
5936-745,NOBF
5936-721,NOBF
5936-731,NOBF
5938-731,NOBF
5938-733,NOBF
5938-734,NOBF
5938-719,geoi005
5938-739,NOBF
5938-742,geoi001
5938-726,geoi001
5938-727,trl3
5938-723,trl3
5938-724,trl3
5938-735,NOBF
5938-737,NOBF
5938-736,NOBF
5938-725,trl1
5938-732,NOBF
5938-740,NOBF
5938-743,geoi001
5938-741,trl3
5939-720,NOBF
5939-743,NOBF
5939-732,NOBF
5939-741,NOBF
5939-735,NOBF
5939-733,NOBF
5939-721,geoi001
5939-734,NOBF
5940-740,promesse100
5941-721,trl3
5941-720,trl3
5941-728,trl1
5944-752,trl1
5944-751,promesse50
5944-749,NOBF
5944-742,NOBF
5944-723,NOBF
5944-750,promesse200
5944-745,promesse100
5945-725,trl2
5945-726,geoi001
5945-728,trl1
5945-743,trl1
5945-727,promesse50
5945-746,geoi001
5945-745,trl3
5945-720,geoi001
5945-741,geoi005
5945-721,trl1
5945-731,trl2
5947-741,NOBF
5947-742,NOBF
5949-745,NOBF
5949-721,NOBF
5949-738,NOBF
5949-739,NOBF
5949-740,NOBF
5949-719,geoi001
5949-720,NOBF
5949-741,NOBF
5950-738,NOBF
5950-740,NOBF
5950-739,NOBF
5950-748,NOBF
5950-741,NOBF
5953-723,NOBF
5953-738,NOBF
5953-724,NOBF
5953-739,NOBF
5953-754,NOBF
5953-755,NOBF
5957-743,NOBF
5957-722,NOBF
5957-742,NOBF
5957-741,NOBF
5958-756,trl1
5958-742,NOBF
5958-743,NOBF
5959-720,geoi001
5959-739,promesse200
5959-723,NOBF
5960-720,NOBF
5961-727,geoi01
5961-732,NOBF
5961-723,NOBF
5961-733,NOBF
5961-729,geoi01
5961-740,promesse200
5961-728,geoi005
5961-738,NOBF
5961-724,geoi01
5963-729,NOBF
5963-727,trl1
5963-720,NOBF
5963-722,NOBF
5963-738,NOBF
5963-739,NOBF
5963-732,NOBF
5963-742,NOBF
5963-731,NOBF
5963-721,NOBF
5963-733,trl1
5963-740,NOBF
5963-730,NOBF
5963-728,NOBF
5964-735,geoi005
5964-721,NOBF
5964-720,NOBF
5964-734,NOBF
5965-740,NOBF
5965-739,NOBF
5965-720,NOBF
5965-721,NOBF
5966-728,NOBF
5966-731,NOBF
5966-740,NOBF
5966-736,promesse200
5966-734,promesse50
5966-737,trl3
5967-731,trl3
5967-719,trl2
5967-733,trl3
5967-745,NOBF
5967-741,NOBF
5967-742,NOBF
5967-746,NOBF
5967-744,NOBF
5967-743,NOBF
5969-741,geoi005
5969-730,NOBF
5969-740,trl1
5969-729,NOBF
5969-737,NOBF
5969-738,NOBF
5969-720,NOBF
5969-728,NOBF
5969-724,NOBF
5969-725,NOBF
5969-721,NOBF
5970-722,NOBF
5970-734,NOBF
5973-751,geoi005
5973-740,NOBF
5973-752,trl1
5973-741,NOBF
5973-729,trl1
5974-728,NOBF
5974-742,NOBF
5974-750,NOBF
5974-721,NOBF
5974-743,NOBF
5974-729,NOBF
5974-744,NOBF
5974-720,NOBF
5977-739,NOBF
5977-738,NOBF
5977-737,NOBF
5977-721,NOBF
5977-727,NOBF
5977-723,NOBF
5978-725,trl3
5978-742,trl2
5979-750,NOBF
5979-721,NOBF
5979-742,promesse200
5979-744,NOBF
5979-743,promesse200
5979-723,NOBF
5979-753,NOBF
5979-739,NOBF
5979-751,NOBF
5979-745,NOBF
5980-738,NOBF
5980-744,NOBF
5980-731,NOBF
5980-723,NOBF
5980-724,NOBF
5985-749,NOBF
5985-748,NOBF
5986-736,promesse200
5986-735,NOBF
5986-737,geoi001
5986-733,NOBF
5986-724,trl1
5986-732,promesse200
5988-731,NOBF
5988-727,NOBF
5988-730,NOBF
5988-742,trl2
5988-725,trl1
5988-739,NOBF
5988-729,NOBF
5988-728,NOBF
5989-735,NOBF
5989-733,NOBF
5989-736,NOBF
5989-738,NOBF
5989-731,NOBF
5989-737,NOBF
5989-740,trl1
5989-723,NOBF
5989-724,NOBF
5990-747,NOBF
5990-749,NOBF
5990-752,promesse50
5991-723,NOBF
5991-722,NOBF
5991-738,NOBF
5993-755,NOBF
5993-757,NOBF
5993-753,NOBF
5993-741,NOBF
5993-737,NOBF
5993-750,NOBF
5993-751,NOBF
5993-740,NOBF
5993-752,NOBF
5993-749,NOBF
5993-756,NOBF
5993-742,NOBF
5993-745,NOBF
5993-746,NOBF
5995-721,geoi01
5995-748,promesse200
5995-752,geoi005
5995-747,NOBF
5995-722,NOBF
5995-751,trl1
5995-745,NOBF
5995-723,NOBF
6001-741,NOBF
6001-742,NOBF
6001-722,NOBF
6001-721,NOBF
6001-728,NOBF
6001-731,NOBF
6001-729,NOBF
6001-732,NOBF
6003-734,NOBF
6003-741,NOBF
6003-721,NOBF
6003-722,NOBF
6003-751,NOBF
6003-743,NOBF
6003-736,NOBF
6003-749,NOBF
6003-737,NOBF
6003-735,NOBF
6003-733,NOBF
6003-750,NOBF
6004-719,NOBF
6004-730,promesse200
6004-720,NOBF
6004-728,promesse200
6004-743,promesse200
6004-726,geoi005
6004-725,trl1
6004-731,geoi005
6014-722,promesse200
6014-736,geoi001
6014-738,geoi001
6027-738,trl1
6030-730,NOBF
6030-729,NOBF
6031-740,trl2
6032-750,promesse50
6032-749,NOBF
6033-730,NOBF
6033-729,geoi005
6034-741,geoi001
6034-742,NOBF
6035-739,NOBF
6035-731,trl3
6035-729,trl1
6035-737,promesse200
6037-741,NOBF
6037-740,NOBF
6038-740,geoi005
6038-739,NOBF
6038-721,trl3
6038-720,geoi01
6038-738,trl2
6039-743,NOBF
6039-742,NOBF
6039-744,NOBF
6040-741,trl1
6040-740,trl2
6041-743,promesse50
6042-743,trl2
6042-722,NOBF
6042-721,geoi005
6042-740,NOBF
6042-744,trl2
6042-746,geoi001
6045-742,NOBF
6045-727,NOBF
6045-739,NOBF
6045-735,geoi005
6045-738,NOBF
6045-728,trl1
6051-725,geoi001
6051-723,promesse200
6054-749,NOBF
6054-738,promesse200
6054-739,NOBF
6054-750,NOBF
6058-735,NOBF
6058-723,trl1
6058-738,NOBF
6060-748,NOBF
6061-723,NOBF
6061-726,NOBF
6061-737,NOBF
6061-729,NOBF
6061-730,NOBF
6061-722,NOBF
6068-745,trl1
6068-734,NOBF
6068-735,promesse100
6068-723,NOBF
6068-744,NOBF
6068-729,geoi01
6068-733,NOBF
6068-730,NOBF
6068-736,geoi01
6068-732,NOBF
6068-722,NOBF
6068-724,NOBF
6068-731,NOBF
6072-746,NOBF
6072-721,NOBF
6072-749,NOBF
6072-732,NOBF
6072-722,NOBF
6072-731,NOBF
6072-750,trl2
6072-733,NOBF
6073-742,trl1
6073-733,geoi01
6073-721,NOBF
6073-741,NOBF
6073-731,NOBF
6073-732,geoi001
6082-742,NOBF
6082-741,promesse50
6082-721,promesse50
6082-722,NOBF
6083-724,NOBF
6083-725,trl3
6083-730,trl3
6085-722,geoi005
6085-740,NOBF
6085-732,NOBF
6085-723,NOBF
6085-733,NOBF
6085-734,NOBF
6085-741,NOBF
6085-724,NOBF
6085-737,NOBF
6086-724,promesse100
6086-742,NOBF
6087-733,NOBF
6094-731,NOBF
6094-728,NOBF
6094-742,promesse200
6094-730,NOBF
6097-730,NOBF
6097-731,NOBF
6097-743,promesse200
6097-742,NOBF
6097-725,promesse200
6104-722,trl2
6104-741,NOBF
6106-747,NOBF
6106-735,NOBF
6106-746,NOBF
6106-721,trl2
6106-722,NOBF
6106-750,trl3
6106-731,NOBF
6106-734,NOBF
6109-731,NOBF
6109-720,NOBF
6109-730,NOBF
6109-729,NOBF
6109-744,NOBF
6109-745,NOBF
6168-721,trl1
6168-720,geoi005
6168-742,NOBF
6168-739,geoi005
6168-734,geoi001
6168-741,NOBF
6168-737,trl2
6168-733,geoi01
6168-732,geoi005
6168-735,geoi01
6168-738,promesse50
6170-727,promesse50
6170-732,NOBF
6170-724,trl2
6170-725,promesse200
6170-729,NOBF
6170-738,NOBF
6170-735,NOBF
6170-740,geoi01
6170-736,NOBF
6170-739,NOBF
6170-733,NOBF
6170-737,NOBF
6170-734,NOBF
6170-728,NOBF
6171-730,trl1
6171-729,trl1
6171-720,promesse100
6172-744,NOBF
6172-731,trl1
6172-742,NOBF
6172-741,NOBF
6174-738,promesse200
6174-736,promesse50
6174-725,NOBF
6174-737,promesse200
6174-727,NOBF
6174-735,promesse100
6174-739,promesse50
6174-723,NOBF
6174-733,promesse200
6174-724,NOBF
6174-753,NOBF
6174-732,trl3
6174-740,geoi001
6174-756,NOBF
6174-726,NOBF
6174-755,NOBF
6174-734,promesse200
6174-741,NOBF
6174-742,trl1
6174-730,NOBF
6174-752,NOBF
6175-731,trl3
6176-732,NOBF
6176-733,geoi001
6176-739,NOBF
6176-742,NOBF
6176-723,NOBF
6176-724,NOBF
6176-745,NOBF
6176-728,NOBF
6176-727,NOBF
6176-738,NOBF
6176-751,NOBF
6176-726,NOBF
6176-729,NOBF
6176-725,NOBF
6176-730,promesse50
6176-740,NOBF
6176-731,NOBF
6176-735,NOBF
6177-728,geoi01
6177-726,NOBF
6177-729,promesse100
6177-734,NOBF
6177-740,trl1
6177-744,geoi001
6177-735,NOBF
6177-730,promesse50
6177-736,trl1
6177-725,trl3
6177-727,NOBF
6177-724,geoi001
6177-733,NOBF
6177-739,NOBF
6177-737,trl3
6178-731,promesse200
6178-729,promesse200
6178-733,promesse50
6178-728,promesse100
6178-727,promesse100
6178-732,promesse50
6178-719,NOBF
6178-730,promesse100
6178-720,NOBF
6178-735,promesse200
6178-726,promesse200
6178-737,promesse100
6178-738,promesse200
6178-736,promesse100
6178-725,promesse200
6178-739,promesse100
6178-734,promesse100
6178-722,promesse100
6178-742,promesse100
6178-723,promesse200
6178-721,trl3
6178-741,promesse200
6179-737,NOBF
6179-744,trl2
6179-736,NOBF
6179-735,NOBF
6179-745,promesse100
6179-749,geoi005
6179-720,trl2
6179-734,NOBF
6179-748,geoi01
6179-747,geoi01
6180-720,NOBF
6180-724,NOBF
6180-729,promesse200
6180-730,geoi005
6180-739,NOBF
6180-742,NOBF
6180-743,NOBF
6180-731,geoi001
6180-733,NOBF
6180-735,NOBF
6180-734,geoi005
6181-749,NOBF
6181-747,NOBF
6181-746,NOBF
6181-744,NOBF
6181-745,NOBF
6181-748,NOBF
6187-719,NOBF
6187-747,NOBF
6187-746,NOBF
6187-721,NOBF
6187-750,NOBF
6187-723,NOBF
6187-745,trl1
6187-730,NOBF
6187-722,NOBF
6187-724,NOBF
6187-725,NOBF
6189-733,promesse100
6189-732,geoi001
6190-730,NOBF
6190-720,NOBF
6190-721,NOBF
6190-719,NOBF
6190-728,NOBF
6190-741,NOBF
6194-741,promesse50
6194-738,geoi01
6199-720,NOBF
6199-740,NOBF
6199-728,NOBF
6199-741,trl1
5542-1435,trl3
5542-1434,trl2
5542-1436,trl2
5542-1429,promesse50
5542-1430,trl2
5542-1439,promesse200
5542-1431,geoi001
5542-1432,promesse50
5542-1438,promesse100
5542-1433,trl1
5542-1437,promesse50
5940-1439,geoi01
5940-1438,NOBF
5940-1435,NOBF
5942-1436,NOBF
5962-1427,NOBF
5962-1428,geoi005
5963-1438,trl2
5967-1439,NOBF
5973-1436,NOBF
5973-1438,NOBF
5973-1437,NOBF
5973-1435,NOBF
5973-1429,NOBF
5973-1434,NOBF
5973-1431,NOBF
5973-1432,NOBF
5973-1433,NOBF
5973-1430,NOBF
5976-1436,NOBF
5976-1437,geoi01
5976-1438,NOBF
6005-1432,NOBF
6005-1429,promesse50
6005-1437,NOBF
6005-1430,NOBF
6005-1435,NOBF
6005-1436,NOBF
6023-1437,NOBF
6023-1438,NOBF
6035-1435,geoi005
6035-1438,NOBF
6035-1437,geoi01
6040-1438,NOBF
6040-1437,NOBF
6043-1439,NOBF
6058-1438,geoi005
6058-1436,trl1
6109-1435,NOBF
6168-1439,trl2
6168-1438,trl2
6170-1436,trl2
6170-1435,promesse200
6170-1432,trl1
6170-1437,NOBF
6170-1438,geoi005
6175-1439,trl2
6175-1438,NOBF
6176-1439,NOBF
6176-1434,geoi005
6176-1437,trl3
6176-1438,geoi001
6179-1439,promesse50
6179-1438,promesse200
6180-1439,geoi005
6180-1438,geoi005
6192-1438,trl3
6192-1437,trl3
6199-1439,geoi001
5477-925,NOBF
5477-923,geoi01
5477-924,geoi01
5477-920,NOBF
5477-922,geoi01
5477-921,NOBF
5479-920,NOBF
5479-923,NOBF
5479-921,NOBF
5479-924,NOBF
5479-925,NOBF
5479-919,NOBF
5479-922,NOBF
5479-927,NOBF
5479-928,geoi01
5479-918,NOBF
5479-926,NOBF
5542-942,geoi01
5542-925,NOBF
5542-943,trl2
5542-924,NOBF
5542-930,NOBF
5542-945,promesse50
5542-926,NOBF
5542-928,NOBF
5542-944,trl1
5542-914,promesse50
5542-905,promesse100
5542-929,NOBF
5542-904,geoi001
5542-927,NOBF
5542-922,NOBF
5542-923,NOBF
5542-931,geoi001
5925-933,trl2
5925-908,trl3
5925-912,promesse50
5925-930,geoi001
5925-944,trl2
5925-929,promesse100
5925-909,trl2
5925-939,trl2
5925-903,promesse50
5925-937,geoi001
5925-942,geoi001
5925-946,trl2
5925-910,promesse50
5925-902,trl3
5925-943,trl2
5925-936,geoi001
5925-911,trl2
5925-935,trl3
5925-904,promesse50
5925-931,trl2
5925-934,trl2
5925-905,trl2
5925-901,trl2
5925-927,trl3
5925-941,geoi001
5925-913,NOBF
5925-938,trl1
5925-906,promesse50
5925-940,promesse50
5925-947,trl3
5925-926,NOBF
5925-948,promesse50
5925-907,promesse50
5925-945,trl2
5925-932,geoi001
5925-928,trl3
5927-919,NOBF
5927-923,NOBF
5928-933,NOBF
5928-901,NOBF
5928-912,NOBF
5928-913,NOBF
5928-934,NOBF
5928-925,NOBF
5928-917,NOBF
5928-916,NOBF
5928-921,NOBF
5928-911,NOBF
5928-926,NOBF
5928-923,NOBF
5928-942,NOBF
5928-905,NOBF
5928-920,NOBF
5928-931,NOBF
5928-906,NOBF
5928-903,NOBF
5928-904,NOBF
5928-907,NOBF
5928-914,NOBF
5928-908,NOBF
5928-902,NOBF
5928-941,NOBF
5928-918,NOBF
5928-919,NOBF
5928-909,NOBF
5928-910,NOBF
5928-924,NOBF
5938-921,NOBF
5938-941,trl2
5938-939,promesse200
5938-938,trl3
5938-917,NOBF
5938-922,NOBF
5938-918,NOBF
5939-920,NOBF
5939-921,geoi01
5939-917,NOBF
5939-918,NOBF
5939-919,NOBF
5939-922,geoi001
5940-930,NOBF
5940-927,NOBF
5940-928,NOBF
5940-929,NOBF
5940-924,NOBF
5940-920,NOBF
5940-919,promesse200
5940-934,promesse200
5940-926,NOBF
5940-925,NOBF
5940-933,NOBF
5940-921,NOBF
5940-932,NOBF
5940-922,NOBF
5940-923,NOBF
5942-927,NOBF
5942-940,NOBF
5942-926,NOBF
5942-941,NOBF
5944-930,NOBF
5944-931,NOBF
5944-933,NOBF
5944-929,NOBF
5944-926,NOBF
5944-936,NOBF
5944-932,NOBF
5944-934,NOBF
5944-927,NOBF
5945-935,NOBF
5945-915,NOBF
5945-934,promesse200
5945-916,trl2
5945-919,NOBF
5945-942,trl2
5945-918,NOBF
5945-921,trl2
5945-938,NOBF
5945-917,trl3
5947-930,NOBF
5947-934,NOBF
5947-932,NOBF
5947-931,NOBF
5947-933,NOBF
5947-929,NOBF
5950-930,NOBF
5950-929,NOBF
5950-938,NOBF
5950-937,NOBF
5953-922,NOBF
5953-924,NOBF
5953-930,NOBF
5953-943,NOBF
5953-932,trl1
5953-923,NOBF
5953-927,NOBF
5953-929,NOBF
5953-931,NOBF
5953-946,NOBF
5953-925,NOBF
5953-928,NOBF
5953-945,NOBF
5953-921,NOBF
5953-947,NOBF
5953-920,NOBF
5953-944,NOBF
5957-938,NOBF
5957-939,NOBF
5957-944,NOBF
5957-935,NOBF
5957-945,promesse100
5957-936,NOBF
5958-936,NOBF
5958-921,geoi01
5959-933,NOBF
5959-926,NOBF
5959-912,geoi01
5959-945,trl1
5959-924,NOBF
5959-927,NOBF
5959-925,NOBF
5959-911,promesse50
5959-944,geoi001
5959-928,NOBF
5959-948,trl2
5959-931,NOBF
5959-932,NOBF
5959-930,NOBF
5959-943,promesse50
5959-929,NOBF
5959-916,promesse100
5959-920,NOBF
5959-942,trl3
5960-902,trl1
5960-911,geoi01
5960-906,trl1
5960-907,trl1
5960-904,trl1
5960-909,geoi01
5960-905,trl1
5960-912,trl1
5960-908,trl1
5960-914,geoi005
5960-901,trl1
5961-926,NOBF
5961-920,NOBF
5961-924,NOBF
5961-922,NOBF
5961-923,NOBF
5965-939,NOBF
5965-920,NOBF
5965-924,NOBF
5965-929,NOBF
5966-926,NOBF
5966-921,NOBF
5967-926,NOBF
5967-921,NOBF
5969-941,trl2
5969-932,geoi01
5969-926,trl2
5969-939,trl2
5972-921,promesse200
5972-939,promesse50
5972-938,promesse100
5972-932,promesse200
5972-930,promesse50
5972-927,trl3
5972-923,NOBF
5972-928,promesse100
5972-933,promesse50
5972-935,promesse50
5972-934,promesse50
5972-937,promesse50
5972-931,promesse50
5972-929,promesse100
5972-901,promesse50
5972-910,promesse100
5972-946,promesse100
5972-909,promesse200
5972-920,promesse50
5972-945,promesse50
5972-911,promesse100
5972-941,promesse50
5972-914,promesse200
5972-944,promesse50
5972-919,promesse100
5972-915,promesse50
5972-916,promesse100
5972-943,promesse50
5972-940,promesse100
5972-904,promesse100
5972-902,promesse50
5972-947,promesse50
5972-903,promesse50
5973-918,NOBF
5973-944,NOBF
5973-927,NOBF
5973-937,NOBF
5973-948,NOBF
5973-946,NOBF
5973-934,NOBF
5973-917,NOBF
5973-928,NOBF
5973-924,NOBF
5973-925,NOBF
5973-919,NOBF
5973-945,NOBF
5973-922,NOBF
5973-920,NOBF
5973-936,NOBF
5973-939,NOBF
5973-935,NOBF
5973-921,NOBF
5973-923,NOBF
5973-916,NOBF
5973-926,NOBF
5973-947,NOBF
5974-938,trl1
5974-936,NOBF
5974-937,promesse200
5974-926,NOBF
5974-925,NOBF
5974-935,NOBF
5974-927,NOBF
5976-912,NOBF
5976-938,NOBF
5977-924,geoi005
5977-917,trl3
5977-920,trl1
5977-922,NOBF
5977-919,NOBF
5977-923,trl2
5977-921,trl2
5977-918,NOBF
5979-931,NOBF
5979-940,geoi005
5979-919,NOBF
5979-918,NOBF
5979-917,NOBF
5979-920,NOBF
5982-935,NOBF
5982-933,NOBF
5982-934,NOBF
5982-932,NOBF
5982-930,NOBF
5986-925,NOBF
5986-926,NOBF
5988-916,NOBF
5988-917,NOBF
5988-918,NOBF
5988-919,NOBF
5988-915,NOBF
5988-901,trl1
5988-921,NOBF
5988-909,trl1
5988-937,NOBF
5988-929,NOBF
5988-910,trl1
5988-920,NOBF
5988-903,geoi001
5988-907,trl1
5988-911,geoi001
5988-908,trl1
5988-904,trl1
5988-930,trl3
5988-902,geoi001
5988-933,promesse100
5988-912,trl2
5988-913,geoi01
5988-905,promesse100
5989-938,trl1
5989-939,geoi005
5989-937,promesse50
5989-936,trl3
5990-947,NOBF
5990-948,NOBF
5990-946,NOBF
5990-945,NOBF
5991-914,trl1
5991-901,promesse50
5991-907,promesse50
5991-943,geoi001
5991-946,geoi001
5991-911,trl1
5991-900,geoi01
